Facility_Code,Health_Service,Facility_Name,Last_Month_In_QTR,Month,Quarter,Year,Triage_Category,Number_of_Attendances,Variation_Attendances_Percent,Patients_Seen_Within_Recommended_Times_Percent,Median_Waiting_Time_Minutes,Patients_Did_Not_Wait_For_Treatment_Percent,Patients_Admitted_From_ED_Percent,Admissions_To_Hospital_Within_4_Hours_Percent,ED_Stay_Within_4_Hours_Percent,Number_Left_After_Treatment_Commenced,Percent_Left_After_Treatment_Commenced,Number_Did_Not_Wait_For_Treatment
145,Central Queensland,Woorabinda,1/02/2020,2,1,2020,5,54,145,100,0,2,0,0,98,1,2,1
145,Central Queensland,Woorabinda,1/02/2020,2,1,2020,ALL,231,47,100,0,5,5,81.82,93,1,0,12
152,Central West,Barcaldine,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
152,Central West,Barcaldine,1/02/2020,2,1,2020,2,17,113,94,0,0,59,90,82,0,0,0
152,Central West,Barcaldine,1/02/2020,2,1,2020,3,31,-9,100,0,0,48,100,97,1,3,0
152,Central West,Barcaldine,1/02/2020,2,1,2020,4,43,-14,98,0,0,14,66.67,95,0,0,0
152,Central West,Barcaldine,1/02/2020,2,1,2020,5,51,-9,100,0,0,2,100,100,0,0,0
152,Central West,Barcaldine,1/02/2020,2,1,2020,ALL,142,-5,98,0,0,23,90.63,96,1,1,0
153,Central West,Blackall,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
153,Central West,Blackall,1/02/2020,2,1,2020,2,8,14,100,0,12,75,100,100,0,0,1
153,Central West,Blackall,1/02/2020,2,1,2020,3,21,17,100,0,0,38,100,90,0,0,0
153,Central West,Blackall,1/02/2020,2,1,2020,4,24,-23,100,0,0,33,100,100,0,0,0
153,Central West,Blackall,1/02/2020,2,1,2020,5,59,111,100,0,2,5,100,98,0,0,1
153,Central West,Blackall,1/02/2020,2,1,2020,ALL,112,33,100,0,2,22,100,97,0,0,2
156,Central West,Longreach,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
156,Central West,Longreach,1/02/2020,2,1,2020,2,20,33,100,1,5,75,73.33,70,0,0,1
156,Central West,Longreach,1/02/2020,2,1,2020,3,64,45,97,2,0,39,76,83,0,0,0
156,Central West,Longreach,1/02/2020,2,1,2020,4,111,-7,99,4,0,9,90,94,4,4,0
156,Central West,Longreach,1/02/2020,2,1,2020,5,127,41,97,6,0,2,100,99,4,3,0
156,Central West,Longreach,1/02/2020,2,1,2020,ALL,322,20,98,3,0,16,78.85,92,8,2,1
159,Central West,Winton,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
159,Central West,Winton,1/02/2020,2,1,2020,2,8,100,100,0,12,62,100,100,0,0,1
159,Central West,Winton,1/02/2020,2,1,2020,3,20,-26,100,2,5,40,100,90,1,5,1
159,Central West,Winton,1/02/2020,2,1,2020,4,37,106,100,1,0,14,100,95,1,3,0
159,Central West,Winton,1/02/2020,2,1,2020,5,16,45,100,0,0,0,0,100,1,6,0
159,Central West,Winton,1/02/2020,2,1,2020,ALL,81,35,100,0,2,22,100,95,3,4,2
171,Mackay,Clermont,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
171,Mackay,Clermont,1/02/2020,2,1,2020,2,10,67,100,0,0,70,100,90,0,0,0
171,Mackay,Clermont,1/02/2020,2,1,2020,3,44,19,98,0,0,34,80,86,0,0,0
171,Mackay,Clermont,1/02/2020,2,1,2020,4,65,-8,98,0,0,9,100,98,0,0,0
171,Mackay,Clermont,1/02/2020,2,1,2020,5,59,9,100,0,0,2,100,95,0,0,0
171,Mackay,Clermont,1/02/2020,2,1,2020,ALL,178,6,99,0,0,16,89.66,94,0,0,0
172,Mackay,Mackay,1/02/2020,2,1,2020,1,25,19,100,0,0,64,43.75,36,0,0,0
172,Mackay,Mackay,1/02/2020,2,1,2020,2,626,2,98,5,2,60,41.76,49,1,0,13
172,Mackay,Mackay,1/02/2020,2,1,2020,3,2006,10,79,15,4,34,23.32,54,59,3,87
172,Mackay,Mackay,1/02/2020,2,1,2020,4,1458,16,85,22,3,11,31.68,81,95,7,43
172,Mackay,Mackay,1/02/2020,2,1,2020,5,197,-4,95,26,2,3,33.33,94,17,9,4
172,Mackay,Mackay,1/02/2020,2,1,2020,ALL,4312,10,85,14,3,29,30.28,64,172,4,147
173,Mackay,Moranbah,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
173,Mackay,Moranbah,1/02/2020,2,1,2020,2,15,36,100,0,7,20,100,87,0,0,1
173,Mackay,Moranbah,1/02/2020,2,1,2020,3,76,55,100,0,1,20,93.33,95,1,1,1
173,Mackay,Moranbah,1/02/2020,2,1,2020,4,179,19,99,0,2,2,66.67,96,0,0,4
173,Mackay,Moranbah,1/02/2020,2,1,2020,5,243,66,100,0,1,2,100,100,0,0,2
173,Mackay,Moranbah,1/02/2020,2,1,2020,ALL,513,43,100,0,2,5,92,97,1,0,8
174,Mackay,Proserpine,1/02/2020,2,1,2020,1,2,-67,100,1,0,0,0,100,0,0,0
174,Mackay,Proserpine,1/02/2020,2,1,2020,2,148,21,94,2,3,49,55.56,71,0,0,4
174,Mackay,Proserpine,1/02/2020,2,1,2020,3,377,6,93,12,1,24,54.35,81,5,1,3
174,Mackay,Proserpine,1/02/2020,2,1,2020,4,472,2,90,16,0,6,65.52,95,13,3,2
174,Mackay,Proserpine,1/02/2020,2,1,2020,5,219,22,94,21,0,1,50,97,9,4,0
174,Mackay,Proserpine,1/02/2020,2,1,2020,ALL,1218,8,92,12,1,16,56.41,88,27,2,9
175,Mackay,Sarina,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
175,Mackay,Sarina,1/02/2020,2,1,2020,2,14,-22,100,0,0,14,100,93,0,0,0
175,Mackay,Sarina,1/02/2020,2,1,2020,3,82,-5,99,0,1,12,80,91,0,0,1
175,Mackay,Sarina,1/02/2020,2,1,2020,4,197,47,99,0,1,2,100,98,1,1,1
175,Mackay,Sarina,1/02/2020,2,1,2020,5,114,15,100,5,0,0,0,100,0,0,0
175,Mackay,Sarina,1/02/2020,2,1,2020,ALL,407,21,99,0,0,4,87.5,97,1,0,2
176,Mackay,Dysart,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
176,Mackay,Dysart,1/02/2020,2,1,2020,2,13,225,77,0,0,54,85.71,85,0,0,0
176,Mackay,Dysart,1/02/2020,2,1,2020,3,44,91,93,0,2,23,100,100,1,2,1
176,Mackay,Dysart,1/02/2020,2,1,2020,4,85,143,95,2,0,4,100,99,1,1,0
176,Mackay,Dysart,1/02/2020,2,1,2020,5,24,-63,95,2,0,0,0,96,1,4,0
176,Mackay,Dysart,1/02/2020,2,1,2020,ALL,166,31,93,1,1,12,95,98,3,2,1
191,Townsville,Ayr,1/02/2020,2,1,2020,1,5,-17,100,0,0,40,100,100,0,0,0
191,Townsville,Ayr,1/02/2020,2,1,2020,2,40,-18,100,0,0,45,94.44,90,0,0,0
191,Townsville,Ayr,1/02/2020,2,1,2020,3,213,10,98,0,0,36,92.21,92,0,0,1
191,Townsville,Ayr,1/02/2020,2,1,2020,4,631,37,98,0,0,8,83.02,96,5,1,0
191,Townsville,Ayr,1/02/2020,2,1,2020,5,140,23,100,0,0,0,0,99,4,3,0
191,Townsville,Ayr,1/02/2020,2,1,2020,ALL,1029,25,98,0,0,15,89.33,95,9,1,1
192,Mackay,Bowen,1/02/2020,2,1,2020,1,2,-50,100,0,0,50,100,100,0,0,0
192,Mackay,Bowen,1/02/2020,2,1,2020,2,55,31,96,0,0,31,76.47,69,0,0,0
192,Mackay,Bowen,1/02/2020,2,1,2020,3,275,17,94,0,1,19,64.71,84,6,2,2
192,Mackay,Bowen,1/02/2020,2,1,2020,4,569,26,97,0,0,4,71.43,93,27,5,1
192,Mackay,Bowen,1/02/2020,2,1,2020,5,104,24,98,0,0,1,100,96,4,4,0
192,Mackay,Bowen,1/02/2020,2,1,2020,ALL,1005,23,96,0,0,9,69.23,90,37,4,3
193,Townsville,Charters Towers,1/02/2020,2,1,2020,1,4,300,100,0,0,25,100,100,0,0,0
193,Townsville,Charters Towers,1/02/2020,2,1,2020,2,31,-18,100,0,6,35,100,94,0,0,2
193,Townsville,Charters Towers,1/02/2020,2,1,2020,3,156,17,95,4,1,20,100,99,0,0,1
193,Townsville,Charters Towers,1/02/2020,2,1,2020,4,337,0,97,5,0,4,100,98,10,3,0
193,Townsville,Charters Towers,1/02/2020,2,1,2020,5,275,-33,98,7,0,1,100,99,14,5,0
193,Townsville,Charters Towers,1/02/2020,2,1,2020,ALL,803,-13,97,5,0,7,100,98,24,3,3
196,Townsville,Ingham,1/02/2020,2,1,2020,1,2,-75,100,0,0,0,0,100,0,0,0
196,Townsville,Ingham,1/02/2020,2,1,2020,2,32,-44,91,0,3,66,85.71,78,0,0,1
196,Townsville,Ingham,1/02/2020,2,1,2020,3,220,49,92,0,0,39,78.82,85,2,1,1
196,Townsville,Ingham,1/02/2020,2,1,2020,4,191,23,93,0,1,14,80.77,90,6,3,2
196,Townsville,Ingham,1/02/2020,2,1,2020,5,147,-38,96,2,0,9,84.62,96,1,1,0
196,Townsville,Ingham,1/02/2020,2,1,2020,ALL,592,-2,93,0,1,24,80.69,89,9,2,4
197,Townsville,Joyce Palmer,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
197,Townsville,Joyce Palmer,1/02/2020,2,1,2020,2,20,-13,75,4,0,55,100,100,0,0,0
197,Townsville,Joyce Palmer,1/02/2020,2,1,2020,3,136,21,93,3,0,21,96.55,98,4,3,0
197,Townsville,Joyce Palmer,1/02/2020,2,1,2020,4,122,-5,98,4,0,11,92.86,99,8,7,0
197,Townsville,Joyce Palmer,1/02/2020,2,1,2020,5,164,-42,100,2,0,2,100,100,5,3,0
197,Townsville,Joyce Palmer,1/02/2020,2,1,2020,ALL,442,-20,95,3,0,13,96.55,99,17,4,0
200,Townsville,Townsville,1/02/2020,2,1,2020,1,79,27,100,0,0,81,60.94,62,0,0,0
200,Townsville,Townsville,1/02/2020,2,1,2020,2,975,30,81,7,2,60,49.32,56,0,0,19
200,Townsville,Townsville,1/02/2020,2,1,2020,3,3522,22,87,11,2,36,48.3,71,34,1,78
200,Townsville,Townsville,1/02/2020,2,1,2020,4,2515,-15,88,15,2,18,58.89,87,55,2,52
200,Townsville,Townsville,1/02/2020,2,1,2020,5,139,-44,98,15,1,4,83.33,99,5,4,1
200,Townsville,Townsville,1/02/2020,2,1,2020,ALL,7230,5,87,11,2,33,50.99,75,94,1,150
201,Metro North,Royal & Women's,1/02/2020,2,1,2020,1,76,27,100,0,0,75,47.37,50,0,0,0
201,Metro North,Royal & Women's,1/02/2020,2,1,2020,2,1170,13,59,8,3,62,43.15,52,5,0,30
201,Metro North,Royal & Women's,1/02/2020,2,1,2020,3,2616,12,63,23,3,47,39.19,54,36,1,85
201,Metro North,Royal & Women's,1/02/2020,2,1,2020,4,2269,1,83,28,4,25,34.28,66,84,4,89
201,Metro North,Royal & Women's,1/02/2020,2,1,2020,5,718,-9,94,31,6,10,33.78,81,48,7,45
201,Metro North,Royal & Women's,1/02/2020,2,1,2020,ALL,6849,6,72,22,4,38,39.25,60,173,3,249
202,Childrens Health Queensland,Queensland Children's,1/02/2020,2,1,2020,1,30,-9,100,1,0,90,37.04,40,0,0,0
202,Childrens Health Queensland,Queensland Children's,1/02/2020,2,1,2020,2,930,4,94,7,0,55,50.69,59,1,0,0
202,Childrens Health Queensland,Queensland Children's,1/02/2020,2,1,2020,3,2042,5,68,18,0,29,43.63,70,21,1,2
202,Childrens Health Queensland,Queensland Children's,1/02/2020,2,1,2020,4,2696,2,75,27,0,10,42.5,80,97,4,4
202,Childrens Health Queensland,Queensland Children's,1/02/2020,2,1,2020,5,352,61,92,39,1,5,47.06,89,21,6,3
202,Childrens Health Queensland,Queensland Children's,1/02/2020,2,1,2020,ALL,6050,6,77,16,0,24,45.85,74,140,2,9
211,Cairns and Hinterland,Atherton,1/02/2020,2,1,2020,1,3,0,100,0,0,0,0,100,0,0,0
211,Cairns and Hinterland,Atherton,1/02/2020,2,1,2020,2,104,22,60,10,5,52,64.81,61,0,0,5
211,Cairns and Hinterland,Atherton,1/02/2020,2,1,2020,3,355,-21,68,23,1,40,61.97,70,5,1,4
211,Cairns and Hinterland,Atherton,1/02/2020,2,1,2020,4,732,12,63,45,1,8,56.45,89,59,8,4
211,Cairns and Hinterland,Atherton,1/02/2020,2,1,2020,5,387,27,93,23,0,1,50,97,38,10,0
211,Cairns and Hinterland,Atherton,1/02/2020,2,1,2020,ALL,1581,5,69,28,1,16,61.15,85,102,6,13
212,Cairns and Hinterland,Babinda,1/02/2020,2,1,2020,1,1,-50,100,0,0,0,0,100,0,0,0
212,Cairns and Hinterland,Babinda,1/02/2020,2,1,2020,2,8,-65,100,0,0,50,100,100,2,25,0
212,Cairns and Hinterland,Babinda,1/02/2020,2,1,2020,3,53,26,100,0,2,40,85.71,87,0,0,1
212,Cairns and Hinterland,Babinda,1/02/2020,2,1,2020,4,102,-2,100,0,1,23,91.3,96,5,5,1
212,Cairns and Hinterland,Babinda,1/02/2020,2,1,2020,5,91,-20,100,0,0,9,75,93,8,9,0
212,Cairns and Hinterland,Babinda,1/02/2020,2,1,2020,ALL,255,-11,100,0,1,22,87.5,93,15,6,2
213,Torres and Cape,Bamaga,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
213,Torres and Cape,Bamaga,1/02/2020,2,1,2020,2,13,0,92,0,0,46,100,92,0,0,0
213,Torres and Cape,Bamaga,1/02/2020,2,1,2020,3,42,-18,83,5,5,29,91.67,93,0,0,2
213,Torres and Cape,Bamaga,1/02/2020,2,1,2020,4,158,-18,93,4,0,8,92.31,96,3,2,0
213,Torres and Cape,Bamaga,1/02/2020,2,1,2020,5,241,-7,97,19,0,2,100,98,22,9,1
213,Torres and Cape,Bamaga,1/02/2020,2,1,2020,ALL,454,-12,94,5,1,8,94.29,96,25,6,3
214,Cairns and Hinterland,Cairns,1/02/2020,2,1,2020,1,122,-18,100,0,0,80,53.61,55,0,0,0
214,Cairns and Hinterland,Cairns,1/02/2020,2,1,2020,2,1033,-7,72,7,1,62,29.25,39,5,0,13
214,Cairns and Hinterland,Cairns,1/02/2020,2,1,2020,3,2714,-1,75,15,2,44,31.67,52,71,3,43
214,Cairns and Hinterland,Cairns,1/02/2020,2,1,2020,4,2270,18,75,26,3,26,36.29,69,152,7,68
214,Cairns and Hinterland,Cairns,1/02/2020,2,1,2020,5,338,16,92,37,6,6,57.14,89,47,14,21
214,Cairns and Hinterland,Cairns,1/02/2020,2,1,2020,ALL,6477,4,76,15,2,39,33.18,58,275,4,145
216,Torres and Cape,Cooktown,1/02/2020,2,1,2020,1,2,0,100,0,0,0,0,100,0,0,0
216,Torres and Cape,Cooktown,1/02/2020,2,1,2020,2,33,106,100,0,0,55,61.11,64,0,0,0
216,Torres and Cape,Cooktown,1/02/2020,2,1,2020,3,64,-16,97,0,0,42,96.3,92,2,3,0
216,Torres and Cape,Cooktown,1/02/2020,2,1,2020,4,194,11,98,0,2,15,86.21,93,6,3,3
216,Torres and Cape,Cooktown,1/02/2020,2,1,2020,5,262,43,99,0,0,4,90.91,97,13,5,0
216,Torres and Cape,Cooktown,1/02/2020,2,1,2020,ALL,555,23,98,0,1,15,84.71,93,21,4,3
222,Cairns and Hinterland,Innisfail,1/02/2020,2,1,2020,1,3,-25,100,0,0,100,33.33,33,0,0,0
222,Cairns and Hinterland,Innisfail,1/02/2020,2,1,2020,2,86,-16,95,2,0,71,75.41,78,0,0,0
222,Cairns and Hinterland,Innisfail,1/02/2020,2,1,2020,3,344,0,73,15,2,49,73.05,85,1,0,7
222,Cairns and Hinterland,Innisfail,1/02/2020,2,1,2020,4,519,-2,78,24,4,15,71.05,90,29,6,19
222,Cairns and Hinterland,Innisfail,1/02/2020,2,1,2020,5,285,-18,86,19,4,14,82.05,91,33,12,10
222,Cairns and Hinterland,Innisfail,1/02/2020,2,1,2020,ALL,1237,-7,79,17,3,28,73.7,88,63,5,36
223,Cairns and Hinterland,Mareeba,1/02/2020,2,1,2020,1,13,117,100,0,0,31,75,92,0,0,0
223,Cairns and Hinterland,Mareeba,1/02/2020,2,1,2020,2,121,-40,78,8,2,39,78.72,84,0,0,2
223,Cairns and Hinterland,Mareeba,1/02/2020,2,1,2020,3,524,-4,82,17,0,26,70.29,88,4,1,2
223,Cairns and Hinterland,Mareeba,1/02/2020,2,1,2020,4,729,-8,84,26,1,6,60.98,96,19,3,8
223,Cairns and Hinterland,Mareeba,1/02/2020,2,1,2020,5,890,44,98,26,1,1,60,99,18,2,5
223,Cairns and Hinterland,Mareeba,1/02/2020,2,1,2020,ALL,2277,5,87,21,1,10,70.21,95,41,2,17
224,Cairns and Hinterland,Mossman,1/02/2020,2,1,2020,1,5,0,100,0,0,20,0,60,0,0,0
224,Cairns and Hinterland,Mossman,1/02/2020,2,1,2020,2,99,-19,87,4,2,29,31.03,62,0,0,2
224,Cairns and Hinterland,Mossman,1/02/2020,2,1,2020,3,232,3,78,13,2,23,33.96,71,3,1,4
224,Cairns and Hinterland,Mossman,1/02/2020,2,1,2020,4,331,-1,76,31,1,6,50,91,20,6,3
224,Cairns and Hinterland,Mossman,1/02/2020,2,1,2020,5,225,-48,91,23,1,6,92.86,97,15,7,2
224,Cairns and Hinterland,Mossman,1/02/2020,2,1,2020,ALL,892,-20,81,17,1,13,42.74,84,38,4,11
226,Torres and Cape,Thursday Island,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
226,Torres and Cape,Thursday Island,1/02/2020,2,1,2020,2,33,22,100,0,3,48,81.25,82,0,0,1
226,Torres and Cape,Thursday Island,1/02/2020,2,1,2020,3,59,7,97,5,0,42,80,85,0,0,0
226,Torres and Cape,Thursday Island,1/02/2020,2,1,2020,4,94,2,94,5,0,15,71.43,88,2,2,0
226,Torres and Cape,Thursday Island,1/02/2020,2,1,2020,5,168,4,99,5,1,6,80,95,7,4,1
226,Torres and Cape,Thursday Island,1/02/2020,2,1,2020,ALL,354,5,97,5,1,18,78.46,90,9,3,2
227,Cairns and Hinterland,Tully,1/02/2020,2,1,2020,1,4,0,100,0,0,0,0,50,0,0,0
227,Cairns and Hinterland,Tully,1/02/2020,2,1,2020,2,104,-8,98,0,2,28,96.55,85,0,0,2
227,Cairns and Hinterland,Tully,1/02/2020,2,1,2020,3,212,21,99,0,0,13,82.14,94,2,1,0
227,Cairns and Hinterland,Tully,1/02/2020,2,1,2020,4,202,-4,99,0,0,2,100,100,8,4,0
227,Cairns and Hinterland,Tully,1/02/2020,2,1,2020,5,205,-20,100,0,0,0,0,100,3,1,0
227,Cairns and Hinterland,Tully,1/02/2020,2,1,2020,ALL,727,-4,99,0,0,8,90.16,96,13,2,2
228,Torres and Cape,Weipa,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
228,Torres and Cape,Weipa,1/02/2020,2,1,2020,2,22,-15,91,4,0,73,100,100,0,0,0
228,Torres and Cape,Weipa,1/02/2020,2,1,2020,3,79,-20,84,15,3,39,77.42,90,2,3,2
228,Torres and Cape,Weipa,1/02/2020,2,1,2020,4,251,9,82,24,0,12,83.33,94,6,2,1
228,Torres and Cape,Weipa,1/02/2020,2,1,2020,5,307,126,96,29,0,2,85.71,99,18,6,0
228,Torres and Cape,Weipa,1/02/2020,2,1,2020,ALL,659,34,88,22,0,13,84.52,96,26,4,3
243,North West,Cloncurry,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
243,North West,Cloncurry,1/02/2020,2,1,2020,2,11,-8,100,0,0,91,100,100,1,9,0
243,North West,Cloncurry,1/02/2020,2,1,2020,3,54,23,88,4,0,46,96,93,0,0,0
243,North West,Cloncurry,1/02/2020,2,1,2020,4,167,29,96,4,1,13,90.48,95,4,2,1
243,North West,Cloncurry,1/02/2020,2,1,2020,5,94,-20,100,5,0,3,100,100,1,1,0
243,North West,Cloncurry,1/02/2020,2,1,2020,ALL,326,8,96,4,0,18,94.92,96,6,2,1
245,North West,Julia Creek,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
245,North West,Julia Creek,1/02/2020,2,1,2020,2,0,0,0,0,0,0,0,0,0,0,0
245,North West,Julia Creek,1/02/2020,2,1,2020,3,16,78,94,0,0,38,100,88,0,0,0
245,North West,Julia Creek,1/02/2020,2,1,2020,4,23,15,100,1,4,22,80,96,0,0,1
245,North West,Julia Creek,1/02/2020,2,1,2020,5,12,-14,100,0,0,0,0,100,0,0,0
245,North West,Julia Creek,1/02/2020,2,1,2020,ALL,51,9,98,0,2,22,90.91,94,0,0,1
246,North West,Mount Isa,1/02/2020,2,1,2020,1,7,-22,100,0,0,57,75,43,0,0,0
246,North West,Mount Isa,1/02/2020,2,1,2020,2,213,12,88,5,4,57,42.15,51,0,0,8
246,North West,Mount Isa,1/02/2020,2,1,2020,3,709,9,63,21,4,33,34.2,63,51,7,25
246,North West,Mount Isa,1/02/2020,2,1,2020,4,1477,40,55,55,2,9,32.81,84,235,16,34
246,North West,Mount Isa,1/02/2020,2,1,2020,5,300,-12,93,43,0,2,16.67,95,41,14,1
246,North West,Mount Isa,1/02/2020,2,1,2020,ALL,2706,21,64,35,3,18,35.92,77,327,12,68
247,North West,Normanton,1/02/2020,2,1,2020,1,2,0,100,0,0,50,100,50,0,0,0
247,North West,Normanton,1/02/2020,2,1,2020,2,9,-31,100,0,11,78,100,100,0,0,1
247,North West,Normanton,1/02/2020,2,1,2020,3,57,-20,98,0,2,51,89.66,93,2,4,1
247,North West,Normanton,1/02/2020,2,1,2020,4,83,-6,99,0,1,18,73.33,94,4,5,1
247,North West,Normanton,1/02/2020,2,1,2020,5,37,85,100,0,0,8,100,100,2,5,0
247,North West,Normanton,1/02/2020,2,1,2020,ALL,188,-2,99,0,2,29,87.27,95,8,4,3
249,North West,Mornington Island,1/02/2020,2,1,2020,1,1,0,100,0,0,0,0,0,0,0,0
249,North West,Mornington Island,1/02/2020,2,1,2020,2,39,86,100,2,3,33,61.54,79,0,0,1
249,North West,Mornington Island,1/02/2020,2,1,2020,3,79,65,95,6,4,25,80,87,0,0,3
249,North West,Mornington Island,1/02/2020,2,1,2020,4,239,51,100,6,0,3,83.33,94,14,6,0
249,North West,Mornington Island,1/02/2020,2,1,2020,5,130,233,100,6,0,1,100,100,3,2,0
249,North West,Mornington Island,1/02/2020,2,1,2020,ALL,488,83,99,5,1,8,75,93,17,3,4
252,North West,Doomadgee,1/02/2020,2,1,2020,1,0,0,0,0,0,0,0,0,0,0,0
252,North West,Doomadgee,1/02/2020,2,1,2020,2,7,17,100,0,0,43,100,71,0,0,0
252,North West,Doomadgee,1/02/2020,2,1,2020,3,51,9,96,3,6,24,100,90,0,0,3
252,North West,Doomadgee,1/02/2020,2,1,2020,4,262,113,96,4,1,2,100,99,11,4,3
252,North West,Doomadgee,1/02/2020,2,1,2020,5,413,123,99,5,0,0,100,99,15,4,2
252,North West,Doomadgee,1/02/2020,2,1,2020,ALL,733,103,98,4,1,3,100,98,26,4,8
934,Gold Coast,Robina,1/02/2020,2,1,2020,1,31,63,100,2,0,68,61.9,58,0,0,0
934,Gold Coast,Robina,1/02/2020,2,1,2020,2,833,23,66,9,1,57,81.34,79,2,0,9
934,Gold Coast,Robina,1/02/2020,2,1,2020,3,2700,10,69,17,4,45,69.94,72,99,4,117
934,Gold Coast,Robina,1/02/2020,2,1,2020,4,1564,1,81,21,5,19,65.67,79,81,5,79
934,Gold Coast,Robina,1/02/2020,2,1,2020,5,124,35,90,19,1,13,50,89,7,6,1
934,Gold Coast,Robina,1/02/2020,2,1,2020,ALL,5252,10,73,15,4,39,71.75,76,189,4,206
936,Gold Coast,Gold Coast,1/02/2020,2,1,2020,1,129,-7,100,2,0,86,80.18,79,0,0,0
936,Gold Coast,Gold Coast,1/02/2020,2,1,2020,2,1932,10,58,9,2,61,68.27,64,10,1,32
936,Gold Coast,Gold Coast,1/02/2020,2,1,2020,3,4654,0,60,23,3,41,51.79,56,219,5,157
936,Gold Coast,Gold Coast,1/02/2020,2,1,2020,4,2586,11,76,27,4,15,55.17,72,208,8,96
936,Gold Coast,Gold Coast,1/02/2020,2,1,2020,5,221,-22,90,22,3,4,55.56,86,42,19,7
936,Gold Coast,Gold Coast,1/02/2020,2,1,2020,ALL,9522,4,65,19,3,38,58.45,63,479,5,292
99999,,Queensland,1/02/2020,2,1,2020,1,1327,13,100,0,1,75,54.4,56,0,0,7
99999,,Queensland,1/02/2020,2,1,2020,2,24780,8,73,7,2,61,56.56,61,67,0,404
99999,,Queensland,1/02/2020,2,1,2020,3,69983,7,70,17,3,40,51.94,65,1679,2,2285
99999,,Queensland,1/02/2020,2,1,2020,4,58713,7,80,21,3,14,55.12,83,2913,5,1587
99999,,Queensland,1/02/2020,2,1,2020,5,18068,11,95,15,1,4,70.67,95,1026,6,257
99999,,Queensland,1/02/2020,2,1,2020,ALL,172871,8,76,15,3,31,54.04,74,5685,3,4540
1,Mater Public Hospitals,Mater Adult,1/06/2022,6,2,2022,1,33,-48,100,0,0,91,33.33,36,0,0,0
1,Mater Public Hospitals,Mater Adult,1/06/2022,6,2,2022,2,1893,-9,45,14,2,57,35.91,44,10,1,47
1,Mater Public Hospitals,Mater Adult,1/06/2022,6,2,2022,3,5194,-16,31,60,5,48,22.58,37,165,3,253
1,Mater Public Hospitals,Mater Adult,1/06/2022,6,2,2022,4,4211,2,44,72,8,21,27.45,56,347,8,327
1,Mater Public Hospitals,Mater Adult,1/06/2022,6,2,2022,5,750,0,73,72,8,9,35.38,75,82,11,58
1,Mater Public Hospitals,Mater Adult,1/06/2022,6,2,2022,ALL,12081,-9,40,56,6,38,26.96,47,604,5,685
4,Metro North,Prince Charles,1/06/2022,6,2,2022,1,134,31,100,0,1,77,33.01,34,0,0,1
4,Metro North,Prince Charles,1/06/2022,6,2,2022,2,4909,19,70,8,1,59,38.62,49,9,0,46
4,Metro North,Prince Charles,1/06/2022,6,2,2022,3,13101,10,38,43,2,35,28.08,47,583,4,312
4,Metro North,Prince Charles,1/06/2022,6,2,2022,4,10287,3,51,59,3,11,35.23,75,772,8,272
4,Metro North,Prince Charles,1/06/2022,6,2,2022,5,1722,-84,86,24,2,33,92.46,87,137,8,38
4,Metro North,Prince Charles,1/06/2022,6,2,2022,ALL,30153,-18,51,37,2,31,36.25,59,1501,5,669
11,Metro South,Princess Alexandra,1/06/2022,6,2,2022,1,696,13,100,1,0,91,57.44,57,0,0,0
11,Metro South,Princess Alexandra,1/06/2022,6,2,2022,2,4450,17,32,18,3,72,32.29,33,20,0,126
11,Metro South,Princess Alexandra,1/06/2022,6,2,2022,3,7696,8,48,32,7,54,30.1,34,92,1,552
11,Metro South,Princess Alexandra,1/06/2022,6,2,2022,4,3530,8,78,33,11,27,30.65,45,80,2,382
11,Metro South,Princess Alexandra,1/06/2022,6,2,2022,5,1119,-10,97,29,12,19,66.67,64,43,4,134
11,Metro South,Princess Alexandra,1/06/2022,6,2,2022,ALL,17491,9,55,27,7,52,33.65,39,235,1,1194
15,West Moreton,Ipswich,1/06/2022,6,2,2022,1,184,-3,100,1,1,74,18.25,26,0,0,1
15,West Moreton,Ipswich,1/06/2022,6,2,2022,2,4830,11,36,14,5,59,30.88,36,35,1,247
15,West Moreton,Ipswich,1/06/2022,6,2,2022,3,10133,8,42,37,11,36,24.32,40,423,4,1096
15,West Moreton,Ipswich,1/06/2022,6,2,2022,4,4067,10,63,42,10,17,26.32,58,296,7,405
15,West Moreton,Ipswich,1/06/2022,6,2,2022,5,528,2,87,41,9,7,29.73,74,81,15,45
